模式,平均耗时(s),TTFT(s),吞吐(tok/s),平均token,平均长度(字),峰值显存(GB),GPU利用率(%),单token(ms)
P6_情感导演,1.717,1.717,19.7,31.8,60.4,3.78,35.2,53.99
